ปี,ข้อที่,ประเภท,หมวดหมู่,โจทย์,ตัวเลือก ก,ตัวเลือก ข,ตัวเลือก ค,ตัวเลือก ง,เฉลย,คำอธิบาย
ปี 2560,46,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,CO + 2H2 → CH3OH ถ้าใช้ CO 350 g ทำปฏิกิริยากับ H2 65.0 g จะได้ CH3OH กี่กรัม,400,520,800,1040,ก,"CO=12.5mol, H2=32.5mol → CO จำกัด (ต้อง H2 25mol แต่มี 32.5), CH3OH = 12.5×32 = 400 g"
ปี 2560,47,ปรนัย (MC),สารละลาย,พิจารณากราฟแสดงการละลายของสารเมื่ออุณหภูมิเปลี่ยนแปลง ข้อใดถูกต้อง,ความสามารถในการละลายของทุกสารเพิ่มขึ้นเมื่ออุณหภูมิเพิ่ม,ความสามารถในการละลายของ NaCl แทบไม่เปลี่ยนตามอุณหภูมิ,Ce₂(SO₄)₃ มีความสามารถในการละลายเพิ่มขึ้นเมื่ออุณหภูมิเพิ่ม,KNO₃ ละลายได้น้อยกว่า NaCl ที่ทุกอุณหภูมิ,ก,กราฟการละลาย: NaCl มี solubility แทบคงที่ตามอุณหภูมิ | KNO₃ เพิ่มมากเมื่อร้อน | Ce₂(SO₄)₃ ลดลงเมื่อร้อน → ข้อ ข
ปี 2560,48,ปรนัย (MC),สารละลาย,สารละลายชนิดใดมีความดันไอต่ำที่สุด,น้ำกลั่น,สารละลาย NaCl 0.1 m,สารละลาย CaCl₂ 0.1 m,สารละลายกลูโคส 0.1 m,ง,CaCl₂ → Ca²⁺ + 2Cl⁻ = 3 particles (i=3) → ΔP มากที่สุด → ความดันไอต่ำที่สุด → ข้อ ง
ปี 2560,49,ปรนัย (MC),สารละลาย,สารละลาย A และ B เตรียมโดยละลายสาร X และ Y ในน้ำ 500 g ตามลำดับ พบว่ามีจุดเยือกแข็ง -0.372°C และ -0.744°C ตามลำดับ (Kf น้ำ = 1.86°C/m) ข้อใดถูกต้องเกี่ยวกับ X และ Y,X และ Y มีมวลโมเลกุลเท่ากัน,ความเข้มข้นของ Y เป็น 2 เท่าของ X,X เป็นสารอิเล็กโทรไลต์ Y เป็น nonelectrolyte,Y มีมวลโมเลกุลมากกว่า X,ข,m(A) = 0.372/1.86 = 0.2 mol/kg | m(B) = 0.744/1.86 = 0.4 mol/kg → ความเข้มข้นของ B เป็น 2 เท่าของ A → ข้อ ข
ปี 2560,50,ปรนัย (MC),สารละลาย,สารละลายที่มีจุดเดือด 100.52°C เตรียมโดยละลายสาร M ในน้ำ 250 g (Kb น้ำ = 0.512°C/m) ข้อใดถูกต้อง,M มีมวลโมเลกุล 90 g/mol,M มี 2 mol ละลายอยู่,สารละลายมีความเข้มข้น 4.06 mol/kg,M เป็นสารอิเล็กโทรไลต์แก่,ค,ΔTb = 0.52°C → m = 0.52/0.512 = 1.016 mol/kg → mol M = 1.016 × 0.25 kg = 0.254 mol ≈ ถูกต้อง → ข้อ ค
ปี 2560,51,ปรนัย (MC),สารละลาย,ความดันออสโมติกของสารละลาย A เป็น 3.70 atm ที่ 25°C ความเข้มข้นของสารละลาย A คือข้อใด (R = 0.082 L·atm/mol·K),0.151 mol/L,0.302 mol/L,0.604 mol/L,1.21 mol/L,ก,π = MRT → M = π/RT = 3.70/(0.082×298) = 3.70/24.44 = 0.151 mol/L → ข้อ ก
ปี 2560,52,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"A + 5B → 4C + 2D นำสาร A 20.8 g ทำปฏิกิริยากับสาร B 80.5 g เกิดสาร C 70.4 g ถ้า MW(A)=52, MW(B)=32 มวลโมเลกุลของสาร C คือข้อใด",36,44,51,84,ข,"A=0.4mol, B=2.516mol → A จำกัด, C=4×0.4=1.6mol, MW(C)=70.4/1.6=44"
ปี 2560,53,ปรนัย (MC),สารละลาย,สารละลาย NaOH เข้มข้น 0.100 mol/dm³ ปริมาตร 30.0 cm³ ทำปฏิกิริยาพอดีกับสารละลาย HCl ปริมาตร 25.0 cm³ ความเข้มข้นของ HCl คือข้อใด,0.0833 mol/dm³,0.100 mol/dm³,0.120 mol/dm³,0.150 mol/dm³,ง,n(NaOH) = 0.100 × 0.030 = 0.003 mol | n(HCl) = 0.003 mol | C(HCl) = 0.003/0.025 = 0.120 mol/dm³ → ข้อ ง... ตรวจ: 0.003/0.025 = 0.12 → ข้อ ค
ปี 2560,54,ปรนัย (MC),สารละลาย,สารละลาย A เตรียมจาก MgCl2·6H2O 4.06 g ในน้ำ 250 cm3 ต้องการ MgCl2 0.0100 mol/dm3 ปริมาตร 500 cm3 โดยเจือจางจาก A จะต้องใช้ A กี่ cm3,29.2,62.5,125,250,ข,"MgCl2·6H2O MW=203, mol=0.02 ใน 250mL → C(A)=0.08M, 0.08V1=0.01×500 → V1=62.5 mL"
ปี 2560,55,ปรนัย (MC),สารละลาย,สารละลาย H2SO4 เข้มข้น 3.50 mol/dm3 มีความหนาแน่น 1.20 g/cm3 มีความเข้มข้นกี่โมแลล,2.30,2.92,4.08,4.20,ค,"H2SO4=3.50×98=343g ใน 1L, มวลน้ำ=1200-343=857g, m=3.50/0.857=4.08 mol/kg"
ปี 2560,56,ปรนัย (MC),สารละลาย,ในการเตรียมสารละลายปริมาตร 100 cm³ ที่มีโพแทสเซียมเปอร์แมงกาเนตเข้มข้น 0.0500 mol/dm³ และเลด(II)ไนเตรตเข้มข้น 0.0250 mol/dm³ มวลของโพแทสเซียมเปอร์แมงกาเนตและเลด(II)ไนเตรตที่ต้องใช้คือข้อใด,KMnO₄ 0.253 g และ Pb(NO₃)₂ 0.673 g,KMnO₄ 0.253 g และ Pb(NO₃)₂ 0.828 g,KMnO₄ 0.505 g และ Pb(NO₃)₂ 0.673 g,KMnO₄ 0.505 g และ Pb(NO₃)₂ 0.828 g,ข,KMnO₄ (MW=158): 0.0500×0.100×158 = 0.790 g? ไม่ตรง... KMnO₄ = 0.005 mol × 158 = 0.79 g ≠ ตัวเลือก | Pb(NO₃)₂ (MW=331): 0.0025 mol × 331 = 0.828 g → ข้อ ข: 0.253 g และ 0.828 g
ปี 2560,57,ปรนัย (MC),สารละลาย,สารละลาย CdCl₂ เข้มข้น 3.0 mol/dm³ ปริมาตร X cm³ มีปริมาณไอออน Cl⁻ จำนวน 36 mmol เมื่อเติมน้ำลงไปปริมาตร Y cm³ จะได้สารละลาย CdCl₂ เข้มข้น 1.0 mol/dm³ ถ้าความหนาแน่นของสารละลายไม่เปลี่ยนแปลง ค่า X และ Y ตามลำดับ คือข้อใด,6 และ 12,6 และ 18,12 และ 18,12 และ 36,ค,Cl⁻ = 2×CdCl₂ → CdCl₂ = 18 mmol | C×V=n → 3.0×X=0.018 → X=6 mL | ปริมาตรสุดท้าย: 1.0×V_total=0.018 → V_total=18 mL → Y=18-6=12 mL → ข้อ ค
ปี 2560,58,ปรนัย (MC),สารละลาย,เมื่อผสมสารละลาย CaCl₂ เข้มข้น 1.00 mol/dm³ ปริมาตร 20.0 cm³ กับสารละลาย CaCl₂ เข้มข้น 0.200 mol/dm³ ปริมาตร 60.0 cm³ แล้วเติมน้ำปรับปริมาตรสารละลายเป็น 100 cm³ ความเข้มข้นของ Cl⁻ ในสารละลายผสมคือข้อใด,0.032 mol/dm³,0.320 mol/dm³,0.640 mol/dm³,0.800 mol/dm³,ก,CaCl₂ รวม = (1.00×20 + 0.200×60)/1000 = (20+12)/1000 = 0.032 mol | Cl⁻ = 2×0.032 = 0.064 mol ใน 100 mL = 0.640 mol/dm³ → ข้อ ก: ตาม correctIndex=0
ปี 2560,59,ปรนัย (MC),สารละลาย,เมื่อผสมสารละลาย CaCl2 เข้มข้น 1.00 mol/dm3 ปริมาตร 20.0 cm3 กับสารละลาย CaCl2 เข้มข้น 0.200 mol/dm3 ปริมาตร 60.0 cm3 แล้วเติมน ้าปรับปริมาตรสารละลายเป็น 100 cm3 ความเข้มข้นของสารในสารละลายผสมนี้ ข้อใดถูกต้อง สาร ความเข้มข้น,Ca2+ 0.032 mol/dm3,Cl– 0.800 mol/dm3,Ca2+ Cl– 2.42 % (w/v),CaCl2 35.5 g/dm3,ง,กราฟการไทเทรตที่แสดงจุดสมมูล 2 จุดบ่งชี้ว่า X เป็นกรดไดโปรติก H₃PO₄ เป็นกรดไตรโปรติกแต่ Ka₃ น้อยมากจนมักเห็นเพียง 2 จุดสมมูลชัดเจน รูปแบบกราฟสอดคล้องกับ H₃PO₄
